28006, PHOTALINE LASER 14 DEVELOPER REPLENISHER CONCENTRATE;POTASSIUM HYDROXIDE, POTASSIUM SULFITE, POTASSIUM CARBONATE, HYDROQUINONE, WATER; STRONG ACIDS, STRONG BASES;KEEP AWAY FROM STRONG ACIDS;Respiratory Protection:SHOULD NOT BE NECESSARY UNDER NORMAL CONDITIONS. IF EXPOSED TO VAPORS THAT EXCEED TLV OR PEL, WEAR APPROVED VAPOR RESPIRATOR. Ventilation:NOT PROVIDED Protective Gloves:IMPERVIOUS Eye Protection:PROTECTIVE GOGGLES. Other Protective Equipment:AS NECESSARY TO PREVENT SKIN CONTACT. EYEWASH FACILITIES IN VICINITY OF USE. Work Hygienic Practices:NOT PROVIDED Supplemental Safety and Health ABBREVIATION: N/A;
HYDROCHLORIC ACID(LESS THAN 10%), V043;HYDROGEN CHLORIDE, WATER; A STRONG MINERAL ACID, CONCENTRATED HYDROCHLORIC ACID IS HIGHLY REACTIVE W/STRONG BASES, METALS, METAL OXIDES, HYDROXIDES, AMINES, CARBONATES & OTHER ALKALINE MATLS INCOMPAT W/MATLS SUCH AS CYANIDES, SULFIDES, SULFITES & F;HEAT, DIRECT SUNLIGHT, INCOMPATIBLES STABLE UNDER ORDINARY CONDITIONS OF USE AND STORAGE;Respiratory Protection:IF EXPOS LIMIT IS EXCEEDED, NIOSH APPRVD FULL FACEPIECE RESP W/ACID GAS CARTRIDGE MAY BE WORN UP TO 50 TIMES EXPOS LIMIT OR MAX USE CONC SPECIFIED BY APPROP REGULATORY AGENCY OR RESP SUPPLIER, WHICHEV ER IS LOWEST. FOR EMERS OR INSTANCES WHERE EXPOS LEVELS ARE NOT KNOWN, USE NIOSH APPRVD FULL-FACEPIECE POS-PRESS, AIR-SUPPLIED RESP. (TOXICOLOGICAL INFO) Ventilation:SYSTEM OF LOC OR GEN EXHST IS RECOM TO KEEP EMPLOYEE EXPOSURES BELOW AIRBORNE EXPOSURE LIMIT. LOC EXHST VENT IS GENERALLY PREF BECAUSE IT CAN (ECOLOGICAL INFO) Protective Gloves:RUBBER OR NEOPRENE GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES AND FULL LENGTH FACESHIELD . Other Protective Equipment:EYE WASH & DELUGE SHOWER MEETING ANSI DESIGN CRITERIA . ADDITIONAL PROTECTION INCLUDING IMPERVIOUS BOOTS, APRON OR COVERALLS, AS NEEDED IN AREAS OF UNUSUAL EXPOSURE TO PREVENT SKIN CONTACT. Supplemental Safety and Health PHYSICAL DATA: VAP DENS: ESNTLY SAME AS WATER. PH: FOR HCL SOLNS: 0.1 (1.0 N), 1.1 (0.1 N), 2.02 (0.01 N). % VOLAT: 100 (AS WATER & ACID) @ 21C(70F). SPILL PROC: SEWER! US REGS (CERCLA) REQ REPORTING SPILLS & RELEASES TO SOIL, WATER & AIR IN EXCESS OF REPORTABLE QTYS. TOLL FREE NUMBER FOR US COAST (TOXICOLOGICAL INFO);
KODAK EKTAPRINT R-1000 BLEACH FIX PART C;WATER, SODIUM BISULFITE; STRONG MINERAL ACIDS;;Respiratory Protection:NONE SHOULD BE NEEDED Ventilation:MECHNANICAL (GENERAL): RECOMMENDED AT LEAST TEN AIR CHANGES PER HOUR FOR GOOD GENERAL ROOM VENTILATION. Protective Gloves:NONE NEEDED Eye Protection:NONE SHOULD BE NEEDED Supplemental Safety and Health;
XO-33 XO-RUST ENAMEL;XYLENE, DIMETHYLBENZENE, XYLOL (IARC - GROUP 3) *97-1*, TOLUENE (IARC CARC- GROUP 3) *97-1*, ACETONE, DIMETHYL KETONE, 2-PROPANONE *97-1*, HYDROCARBON PROPELLANT, PETROLEUM GASES LIQUIFIED, GROG, CALCIUM-BARIUM PHOSPHOSILICATE, ALUMINUM SILICATE; STRONG OXIDIZING AGENTS;HEAT, SPARKS, OPEN FLAME, TEMPS >120F & OTHER IGNITION SOURCES;Respiratory Protection:WEAR A NIOSH/MSHA APPROVED AIR SUPPLIED RESPIRATOR IF TLVS ARE EXCEEDED. WEAR AN APPROVED MECHANICAL FILTER TO REMOVE SOLID AIRBORNE PARTICLES OF OVERSPRAY DURING SPRAY APPLICATION. Ventilation:MECHANICAL (GENERAL)/LOCAL EXHAUST: SUFFICIENT TO MAINTAIN EXPOSURE <TLVS. Protective Gloves:REQUIRED Eye Protection:SAFETY GLASSES Other Protective Equipment:IMPERVIOUS CLOTHING & BOOTS Work Hygienic Practices:DON'T REUSE CONTAMINATED CLOTHING. WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health;
FUCHSIN ACID, S71286;FUCHSIN ACID EINECS/ELINCS: 221-816-5.; STRONG OXIDIZING AGENTS;STABLE UNDER RMAL TEMPERATURES AND PRESSURES AVOID INCOMPATIBLE MATERIALS, EXCESS HEAT;Respiratory Protection:FOLLOW THE OSHA RESPIRATOR REGULATIONS FOUND IN 29 CFR 1910.134 OR EUROPEAN STANDARD EN 149. ALWAYS USE A NIOSH OR EUROPEAN STANDARD EN 149 APPROVED RESPIRATOR WHEN NECESSARY. Ventilation:USE ADEQUATE VENTILATION TO KEEP AIRBORNE CONCENTRATIONS LOW. Protective Gloves:NATURAL RUBBER GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES & FULL LENGTH FACESHIELD . Other Protective Equipment:ANSI APPROVED EYE WASH & DELUGE SHOWER . WEAR APRON, AND/OR CLOTHING. WEAR APPROPRIATE PROTECTIVE CLOTHING TO PREVENT SKIN EXPOSURE. Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. REMOVE CONTAMINATED CLOTHING AND WASH BEFORE REUSE. Supplemental Safety and Health PHYSICAL AND CHEMICAL PROPERTIES: DENSITY: NOT AVAILABLE. MOLECULAR FORMULA: C20H17N3O9S3NA2. MOLECULAR WEIGHT: N/P;
BUFFER SOLUTION PH7 CLEAR BSI;INHIBITOR, WATER, DIHYDROGEN POTASSIUM PHOSPHATE, SODIUM PHOSPHATE, DIBASIC; ;;Respiratory Protection:FOLLOW THE OSHA RESPIRATOR REGULATIONS. ALWAYS USE A NIOSH APPROVED RESPIRATOR OR EQUIVALENT WHEN NECESSARY Ventilation:NO SPECIAL VENTILATION REQUIREMENTS Protective Gloves:PROTECTIVE GARMENTS NOT NORMALLY REQUIRED Eye Protection:PROTECTIVE EYEFLASSES/CHEMICAL SAFETY GOGGLES Other Protective Equipment:PROTECTIVE GARMENTS NOT NORMALLY REQUIRED Supplemental Safety and Health;
ALL PURPOSE ADHESIVE 200;INERT MINERAL PIGMENT, PETROLEUM NAPHTHA, RUBBER, SYNTHETIC,TACKIFIED, WATER; ;;Respiratory Protection:MFR STATES NONE REQUIRED Supplemental Safety and Health VAPOR DENSITY & VP: SAME AS WATER;
NICKELOUS SULFATE 6-HYDRATE;NICKEL SULFATE HEXAHYDRATE (HUMAN CARCINOGEN BY IARC & NTP); ;HEAT;Respiratory Protection:A RESPIRATOR W/DUST/MIST FILTER IS RECOMMENDED. SELF CONTAINED BREATHING APPARATUS IF AIRBORNE CONCENTRATIONS EXCEEDS TLV. Ventilation:GENERAL/LOCAL EXHAUST TO MEET TLV REQUIREMENTS. Protective Gloves:RUBBER Eye Protection:SAFETY GOGGLES Other Protective Equipment:UNIFORM, APRON Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health N/K					 ;
J-80 SANITIZER, 14535;ALKYL QUATERNARY AMMONIUM HALIDES, ALKYL QUATERNARY AMMONIUM HALIDES, WATER, H2O; ;T TO BE USED WITH SOAP OR ANIONIC DETERGENTS;Respiratory Protection:IF MISTS/VAPORS NOT CONTROLLED BY LOCAL VENTILATION, USE RESPIRATOR Ventilation:GENERAL ROOM VENTILATION. LOCAL EXHAUST: FOR SUBSTANTIAL AMTS OF MISTS/VAPORS Protective Gloves:IMPERVIOUS FOR UNDILUTED PRODUCT Eye Protection:SPLASH-PROOF GOGGLES Other Protective Equipment:NONE REQUIRED WHEN USE DIRECTIONS & CAUTIONARY STMTS OBSERVD Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. LAUNDER CONTAMINATED CLOTHING BEFORE REUSE. Supplemental Safety and Health RACINE, WISCONSIN 53403. INERT INGREDIENTS: 97.42%;
PRESTAINED SDS-PAGE STANDARDS LOW RANGE;GLYCEROL, WATER; DANGEROUS REACTIONS UN;DECOMPOSITION IF USED ACCORDING TO SPECIFICATIONS;Respiratory Protection:56-81-5 GLYCEROL ACGIH TLV: SHORT TERM VALUE: 10 PPM, OSHA PEL: SHORT TERM VALUE: 15 TOTAL DUST, 5 RESPIRABLE MG/M3. NO SPEICAL BREATHING EQUIPMENT REQUIRED. Protective Gloves:SUNTHETIC GLOVES Eye Protection:GOGGLES RECOMMENDED DURING REFILLING. Work Hygienic Practices:THE USUAL PRECAUTIONARY MEASURES FOR HANDLING CHEMICALS SHOULD BE FOLLOWED. Supplemental Safety and Health ORGANIS SOLVENTS: 50%, WATER:49.8% SOLIDS CONTENT:0.2%;
26A;METHYLENE CHLORIDE (SARA III), METHYL ETHYL KETONE (2-BUTANONE) (MEK) (SARA III), 1,4-DIOXANE (DIETHYLENE DIOXIDE) (SARA III), ANTIMONY TRIOXIDE (SARA III), 2-ETHOXYETHANOL (EGEE) (SARA III); ;;Respiratory Protection:OUTDOORS: NIOSH/MSHA APPRVD MECH FILTER RESP. INDOORS: AIRLINE RESP. Ventilation:LOCAL EXHAUST RECOMMENDED TO KEEP BELOW TLV. Protective Gloves:RECOMMENDED Eye Protection:RECOMMENDED Other Protective Equipment:RESTRICTED AREAS: NIOSH/MSHA APPRVD CHEM MECH FILTER Supplemental Safety and Health FLASHPOINT: 88F, 31C (TOC), 28F, -2.2C (PMCC). EFFECTS OVEREXPOS: NERVOUS SYSTEM DEPRESS MARKED BY HDCH,DIZZ,STAG GAIT,UNCON OR COMA. SEE OTHR PRECAUTIONS;
SODIUM HEXAMETAPHOSPHATE;SODIUM PHOSPHATE, TRIBASIC (SARA III); IDENTIFIED;MOISTURE, AIR;Respiratory Protection:NONE REQUIRED WHERE ADEQUATE VENTILATION CONDITIONS EXIST. IF AIRBORNE CONCENTRATIONS IS HIGH, USE AN APPROPAITE RESPIRATOR OR DUST MASK. Ventilation:USE ADEQUATE GENERAL OR LOCAL EXHAUST VENTILATION TO KEEP FUME OR DUST LEVELS AS LOW AS POSSIBLE. Protective Gloves:RUBBER GLOVES. Eye Protection:SAFETY GOGGLES. Other Protective Equipment:NONE SPECIFIED BY MANUFACTURER. Work Hygienic Practices:WASH AFTER HANDLING. Supplemental Safety and Health NONE;
HYSOL PC 16 M,PB 2001,PART B;POLYAMIDE RESIN, TRIETHYLENE TETRAMINE; STRONG OXIDIZING AGENTS;EXCESSIVE HEAT, OPEN FLAMES;Respiratory Protection:IF ENGINEERING CONTROLS DO NOT MAINTAIN AIRBORNE CONCENTRATIONS TO AN ACCEPTABLE LEVEL, A NIOSH-APPROVED RESPIRATOR MUST BE WORN. A PROGRAM SHOULD BE INSTITUTED TO ASSURE COMPLIANCE WITH OSHA STANDARD	29 CFR 1910.134. Ventilation:USE LOCAL EXHAUST VENTILATION. Protective Gloves:NITRILES, PVC Eye Protection:SAFETY GLASSES/CHEMICAL SPLASH GOGGLES Other Protective Equipment:SAFETY SHOWER AND EYE WASH FOUNTAIN SHOULD BE LOCATED NEARBY. WEAR APPROPRIATE PROTECTIVE CLOTHING FOR RISK OF EXPOSURE. Work Hygienic Practices:OBSERVE GOOD PERSONAL HYGIENE PRACTICES AND RECOMMENDED PROCEDURES. Supplemental Safety and Health KEY1:N1. THIS PRODUCT IS A KIT CONSISTING OF TWO PARTS. PART A (EPOXY RESIN), HAS PNI D, PART B (URETHANE HARDENER) HAS PNI C, SAME NSN. FORMULA CHANGED. SEE PNI A OR B, SAME NSN;
TRT, NEOPRENE SYNTHETIC RUBBER;POLYCHLOROPRENE/POLYCHLOROBUTADIENE, (POLYCHLOROPRENE,; ;HEATING TO 392F (200C) OR HIGHER, HYDROGEN CHLORIDE IS EVOLVED AT THESE TEMPERATURES;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR WITH ORGANIC VAPOR CARTRIDGE SHOULD BE USED WHEN VAPORS OR FUMES ARE GENERATED. Ventilation:VENT TO MAINTAIN FUME & VAP LEV W/IN EST SAFE STANDARD. IF LOC EXHAUST IS BEING USED, A CAPTURE VELOCITY OF (SUPDAT) Protective Gloves:RUBBER GLOVES. Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:CHEMICAL RESISTANT CLOTHING. Work Hygienic Practices:NONE SPECIFIED BY MANUFACTURER. Supplemental Safety and Health VENT:150-200 FPM IS RECOMMENDED;
RNEASY 96 KIT,74183;GUANIDINE THIOCYANATE; STRONG ACIDS, STRONG OXIDIZING AGENTS;;Respiratory Protection:NIOSH APPROVED RESPIRATOR. Ventilation:MECHANICAL EXHAUST VENTILATION. Protective Gloves:RUBBER GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES . Other Protective Equipment:EYE WASH & DELUGE SHOWER MEETING ANSI DESIGN CRITERIA . Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. Supplemental Safety and Health WASTE DISP METH: ITSELF. UNLESS SPECIFIED DIFFERENTLY, NONCONTAMD PACKAGING MAY BE TREATED LIKE HOUSEHOLD WASTE/RECYCLED;
RTV SILICONE SEALANT;SILANE, METHYLTRIACETOXY-, IRON OXIDE FUME (FE2O3), TRADE SECRET COMPONENT, TRADE SECRET COMPONENT, POLYDIMETHYLSILOXANE; ;;Respiratory Protection:USE IN A WELL VENTILATED AREA. Ventilation:USE ONLY IN WELL VENTILATED AREA. Protective Gloves:CLOTH GLOVES. Eye Protection:SAFETY GLASSES. Other Protective Equipment:NONE KNOWN Work Hygienic Practices:EYEWASH STATIONS. Supplemental Safety and Health USE IN A WELL VENTILATED AREA;
THERMAFIBER TILE WOOL;MINERAL WOOL FIBER, MINERAL OIL; ACIDS;ACIDIC CONDITIONS;Respiratory Protection:USE NIOSH APPROVED NUISANCE DUST MASK IF TLV IS EXCEEDED. Ventilation:LOCAL EXHAUST TO KEEP BELOW TLV IF POSSIBLE/GENERAL MECHANICAL VENTILATION & A DUST RESPIRATOR SHOULD BE USED. Protective Gloves:REQUIRED IF DUST IS IRRITATING Eye Protection:TIGHT FITTING GOGGLES Other Protective Equipment:LOOSE FITTING CLOTHING Work Hygienic Practices:REMOVE/WASH WORK CLOTHES SEPARATELY FROM OTHER WASH. Supplemental Safety and Health;
146 4452,BROWN TONER;WATER (CAS #7732-18-5)(90-95%), LIVER OF SULFUR(5-10%); AVOID CONTACT WITH ACIDS & OXIDIZING AGENTS;;Respiratory Protection:NONE Ventilation:LOCAL EXHAUST & MECHANICAL IS RECOMMENDED Protective Gloves:RUBBER Eye Protection:SAFETY GOGGLES Other Protective Equipment:NONE Supplemental Safety and Health ITEM HAS A PH OF APPROX. 12;
30592-8 TERBIUM ATOMIC ABSORPTION STANDARD(;NITRIC ACID (SARA III), TERBIUM; STRONG BASES;;Respiratory Protection:WEAR APPROPRIATE NIOSH/MSHA APPROVED RESPIRATOR. Ventilation:USE ONLY IN A CHEMICAL FUME HOOD. Protective Gloves:CHEMICAL RESISTANT GLOVES. Eye Protection:CHEM WORK GOG & FULL LGTH FSHLD . Other Protective Equipment:SAFETY SHOWER AND EYE BATH. WEAR SUITABLE PROTECTIVE CLOTHING. Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. TAKE OFF IMMEDIATELY ALL CONTAMINATED CLOTHING AND SHOES. Supplemental Safety and Health MFR'S TRADE NAME/PART NO: SOLUTION (HNO*3). HLTH HAZ: HAVE NOT BEEN THOROUGHLY INVESTIGATED;
THERMAFIBER INDUSTRIAL GRANULATED WOOL;MINERAL WOOL FIBER, MINERAL OIL; ACIDS;ACIDIC CONDITIONS;Respiratory Protection:USE NIOSH APPROVED NUISANCE DUST MASK IF TLV IS EXCEEDED. Ventilation:LOCAL EXHAUST TO KEEP BELOW TLV IF POSSIBLE/GENERAL MECHANICAL VENTILATION & A DUST RESPIRATOR SHOULD BE USED. Protective Gloves:REQUIRED IF DUST IS IRRITATING Eye Protection:TIGHT FITTING GOGGLES Other Protective Equipment:LOOSE FITTING CLOTHING Work Hygienic Practices:REMOVE/WASH WORK CLOTHES SEPARATELY FROM OTHER WASH. Supplemental Safety and Health;
WM-1, NEOPRENE SYNTHETIC RUBBER;POLYCHLOROPRENE/POLYCHLOROBUTADIENE, (POLYCHLOROPRENE,; ;HEATING TO 392F (200C) OR HIGHER, HYDROGEN CHLORIDE IS EVOLVED AT THESE TEMPERATURES;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR WITH ORGANIC VAPOR CARTRIDGE SHOULD BE USED WHEN VAPORS OR FUMES ARE GENERATED. Ventilation:VENT TO MAINTAIN FUME & VAP LEV W/IN EST SAFE STANDARD. IF LOC EXHAUST IS BEING USED, A CAPTURE VELOCITY OF (SUPDAT) Protective Gloves:RUBBER GLOVES. Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:CHEMICAL RESISTANT CLOTHING. Work Hygienic Practices:NONE SPECIFIED BY MANUFACTURER. Supplemental Safety and Health VENT:150-200 FPM IS RECOMMENDED;
3-2020 ELECTROSTATIC BLACK OFFSET INK;NO HAZARDOUS INGREDIENTS; STRONG OXIDIZING MATERIAL;;Respiratory Protection:NOT NORMALLY REQUIRED. Ventilation:NORMAL OFFICE CONDITIONS Protective Gloves:IMPERVIOUS GLOVES Eye Protection:SAFETY GOGGLES WHEN WASHING PRESSES Other Protective Equipment:IMPERVIOUS CLOTHING,APRON,BOOTS AS NEEDED TO AVOID EXCESSIVE SKIN CONTACT. Work Hygienic Practices:GENERAL Supplemental Safety and Health;
C-5A ANTI-SEIZE;GRAPHITE, NATURAL, HYDROTREATED PETROLEUM DISTILLATE, COPPER (SARA 313) (CERCLA), PETROLEUM DISTILLATE, SILICON DIOXIDE; STRONG LEWIS/MINERAL ACIDS/STRONG BASES/OXIDANTS/NITRATES/NITRITES/CHLORINATED HYDROCARBONS/CHLORIDES PALLADIUM/SELENIUM;HEAT, MANGANESE, MAGNESIUM, POTASSIUM CHLORATE, SODIUM CARBONATE, SULFATES, DIVORANE;Respiratory Protection:USE NIOSH APPROVED DUST/MIST RESPIRATOR. Ventilation:GENERAL VENTILATION. Protective Gloves:CLOTH OR SYNTHETIC Eye Protection:SAFETY GLASSES Other Protective Equipment:CLEAN CLOTHING, EYEWASH, SAFETY SHOWER. Work Hygienic Practices:WASH HANDS BEFORE EATING. DON'T EAT PRODUCT. Supplemental Safety and Health;
ALIZARIN YELLOW R,INDICATOR SOLUTION,3G2;METHYL ALCOHOL (METHANOL) (SARA III), ALIZARIN YELLOW R; CORROSIVES,OXIDIZERS;SOURCES OF IGNITION;Respiratory Protection:AS REQUIRED BY NATURE OF WORK FOR USE OF MATERIAL Ventilation:LOCAL EXHAUST RECOMMENDED Protective Gloves:RECOMMENDED Eye Protection:SAFETY GLASSES Other Protective Equipment:AS DICTATED BY WORK CONDITIONS. Supplemental Safety and Health;
HANDY FLUX TYPE LT;POTASSIUM FLUOBORATE (POTASSIUM BORO FLUORIDE), POTASSIUM HYDROXIDE (SARA III), BORIC ACID (K*3BO*3), WATER; ;PRODUCT IS STABLE AT ROOM TEMPERAURE;Respiratory Protection:SEE SUPP DATA Ventilation:LOCAL EXHT, MECH VENT OR NATURAL VENT TO KEEP < TLV. Protective Gloves:WELDING GLOVES Eye Protection:GLASSES W/ SIDE SHIELD Other Protective Equipment:CLOTHING FOR TORCH BRAZING. EYE: FILTER LENS SHADE 3 OR 4. Supplemental Safety and Health PH: 9, RESP PROTECTION: NIOSH/MSHA APPRVD AIRLINE RESP OR HOSE MASK, TYPE C HOSE OR SELF CONT BRTH APPAR IN CONFINED AREAS. OVEREXPOS: EXPOS TO DECOMP PRODUCTS ON HEATING IS TOXIC;
Lysis Buffer B, Food, Z319;guanidinium thiocyanate; ;Reacts with acids, alkalis and oxidizing agents;Respiratory Protection:In case	of brief exposure or low pollution use respiratory filter device. In case of intensive or longer exposure use respiratory protective device that is independent of circulating air. Protective Gloves:Protective gloves. Eye Protection:Goggles recommended during refilling. Work Hygienic Practices:Keep away from foodstuffs, beverages and feed. Wash hands before breaks and at the end of work. Avoid contact with the eyes and skin. Supplemental Safety and Health;
SOLDER ALLOYS;BISMUTH, ANTIMONY (SARA III), INDIUM, SILVER (SARA III), LEAD (SARA III), TIN; OXIDIZING MATERIALS,ACIDS,HYDROGEN PEROXIDE;;Respiratory Protection:A NIOSH APPROVED DUST/FUME RESPIRATOR SHOULD BE WORN WHERE APPLICABLE LIMITS MAY BE EXCEEDED. Ventilation:PROVIDE SUFFICIENT MECHANICAL(GENERAL AND/OR LOCAL EXHAUST)VENTILATION TO MAINTAIN EXPOSURE BELOW TLV'S. Protective Gloves:GLOVES SHOULD BE WORN TO REDUCE BURN EXP Eye Protection:SAFETY GLASSES AND/OR FACE PROTECTION Supplemental Safety and Health;
C-5A ANTI-SEIZE;GRAPHITE, NATURAL, HYDROTREATED PETROLEUM DISTILLATE, COPPER (SARA 313) (CERCLA), PETROLEUM DISTILLATE, SILICON DIOXIDE; STRONG LEWIS/MINERAL ACIDS/STRONG BASES/OXIDANTS/NITRATES/NITRITES/CHLORINATED HYDROCARBONS/CHLORIDES PALLADIUM/SELENIUM;HEAT, MANGANESE, MAGNESIUM, POTASSIUM CHLORATE, SODIUM CARBONATE, SULFATES, DIVORANE;Respiratory Protection:USE NIOSH APPROVED DUST/MIST RESPIRATOR. Ventilation:GENERAL VENTILATION. Protective Gloves:CLOTH OR SYNTHETIC Eye Protection:SAFETY GLASSES Other Protective Equipment:CLEAN CLOTHING, EYEWASH, SAFETY SHOWER. Work Hygienic Practices:WASH HANDS BEFORE EATING. DON'T EAT PRODUCT. Supplemental Safety and Health;
ARROW 904;POLYTETRAFLUOROETHYLENE, WOLLASTONITE; METAL POWDERS, OXIDIZERS;KNW;Respiratory Protection:NIOSH APPROVED RESPIRATOR. Ventilation:LOCAL EXHAUST. Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES . Other Protective Equipment:EYE WASH AND DELUGE SHOWER MEETING ANSI DESIGN CRITERIA . APRON RECOMMENDED. Supplemental Safety and Health;
LIGHTSMITH II Terminal Transferase (TdT), F138;cobalt dichloride, dimethylarsinic acid; ;Reacts with strong acids;Respiratory Protection:In case	of brief exposure or low pollution use respiratory filter device. In case of intensive or longer exposure use respiratory protective device that is independent of circulating air. Protective Gloves:Protective gloves. Eye Protection:Goggles recommended during refilling. Work Hygienic Practices:Keep away from foodstuffs, beverages and feed. Immediately remove all soiled and contaminated clothing Wash hands before breaks and at the end of work. Store protective clothing separately. Supplemental Safety and Health;
FUCHSIN ACID, S71287-2;FUCHSIN ACID EINECS/ELINCS: 221-816-5.; STRONG OXIDIZING AGENTS;STABLE UNDER RMAL TEMPERATURES AND PRESSURES AVOID INCOMPATIBLE MATERIALS, EXCESS HEAT;Respiratory Protection:FOLLOW THE OSHA RESPIRATOR REGULATIONS FOUND IN 29 CFR 1910.134 OR EUROPEAN STANDARD EN 149. ALWAYS USE A NIOSH OR EUROPEAN STANDARD EN 149 APPROVED RESPIRATOR WHEN NECESSARY. Ventilation:USE ADEQUATE VENTILATION TO KEEP AIRBORNE CONCENTRATIONS LOW. Protective Gloves:NATURAL RUBBER GLOVES. Eye Protection:ANSI APPROVED CHEMICAL WORKERS GOGGLES & FULL LENGTH FACESHIELD . Other Protective Equipment:ANSI APPROVED EYE WASH & DELUGE SHOWER . WEAR APRON, AND/OR CLOTHING. WEAR APPROPRIATE PROTECTIVE CLOTHING TO PREVENT SKIN EXPOSURE. Work Hygienic Practices:WASH THOROUGHLY AFTER HANDLING. REMOVE CONTAMINATED CLOTHING AND WASH BEFORE REUSE. Supplemental Safety and Health PHYSICAL AND CHEMICAL PROPERTIES: DENSITY: NOT AVAILABLE. MOLECULAR FORMULA: C20H17N3O9S3NA2. MOLECULAR WEIGHT: N/P;
CIRCUIT SAFE;FLUOROTRICHLOROMETHANE, FREON 11, TRICHLOROFLUOROMETHANE,; POWDERED ALUMINUM AND ZINC;HEAT OR TEMPERATURES >120F;Respiratory Protection:NONE REQUIRED AS LONG AS NOT USED IN SMALL CLOSED AREA. Ventilation:LOCAL EXHAUST-GENERAL VENTILATION IS ADEQUATE Eye Protection:GOGGLES Supplemental Safety and Health;
EA 9313, PART B, AB9078;DIETHYLENE-GLYCOL DIAMINO PROPYL ETHER, VOLATILE ORGANIC CONTENT, G/L (TEST METHOD): <10 G/L; STRONG OXIDIZING AGENTS, STRONG LEWIS OR MINERAL ACIDS;AVOID MIXING RESIN (PRT A) & CURING AGENT (PRT B) IN BATCHES >1 LB UNLESS YOU PLAN TO USE IMMED DO T HEAT MIXED **;Respiratory Protection:IF LOCAL EXHAUST VENTILATION IS INADEQUATE, A RESPIRATOR EQUIPPED WITH ORGANIC VAPOR CARTRIDGES MAY BE APPROPRIATE. Ventilation:LOCAL EXHAUST VENTILATION AT THE POINT OF USE. Protective Gloves:WEAR BUTYL RUBBER, PVC, NITRILE RUBBER Eye Protection:SFTY GLASSES W/SIDE SHIELDS,CHEM GOGGLES Other Protective Equipment:WEAR BUTYL RUBBER, PVC, OR NITRILE RUBBER GLOVES & LONG SLEEVED SHIRT & TROUSERS. HAVE EYEWASH & SAFETY SHOWER NEARBY. Supplemental Safety and Health;
GEL-AIRE MINT;PETROLEUM DERIVATIVE; ;HEAT & OPEN FLAME;Ventilation:LOCAL EXHAUST Supplemental Safety and Health;
WOC200337,WINTON OIL COLOURS NAPLES YELLOW;NON HAZARDOUS INGREDIENTS.; COMBUSTIBLE MATTER E.G., COTTON WASTE;;Respiratory Protection:NIOSH/MSHA APPROVED RESPIRATOR APPROPRIATE FOR EXPOSURE OF CONCERN . Protective Gloves:IMPERVIOUS GLOVES . Eye Protection:CHEMICAL WORKERS GOGGLES . Other Protective Equipment:USE BARRIER CREAMS. Work Hygienic Practices:NORMAL HYGIENE. Supplemental Safety and Health NONE SPECIFIED BY MANUFACTURER;
Loading Dye, E371;formamide; ;Reacts with strong acids and alkali;Respiratory Protection:Not required. Protective Gloves:Protective gloves. Eye Protection:Goggles recommended during refilling. Work Hygienic Practices:Keep away from foodstuffs, beverages and feed. Immediately remove all soiled and contaminated clothing Wash hands before breaks and at the end of work. Store protective clothing separately. Supplemental Safety and Health;
